Country	Year	Temperature
Ivory Coast	2004	26.98503661254376
Ivory Coast	2005	26.980365296803644
Ivory Coast	2006	25.94551282051281
Ivory Coast	2007	25.143925518925535
Ivory Coast	2008	26.471686562595664
Ivory Coast	2009	25.913919413919416
Ivory Coast	2010	26.980974124809755
Ivory Coast	2011	26.03846153846154
Ivory Coast	2012	26.58561020036431
Ivory Coast	2013	26.829528158295286
Ivory Coast	2014	26.83577533577533
Ivory Coast	2015	27.011446886446855
Ivory Coast	2016	27.393633302724187
Ivory Coast	2017	27.36377473363776
Ivory Coast	2018	27.439827639273627
Ivory Coast	2019	27.509722222222226
Ivory Coast	2020	28.67081260364843
Kenya	1995	20.451365506921043
Kenya	1996	20.020520520520527
Kenya	1997	19.371604938271613
Kenya	1998	18.888003541389992
Kenya	1999	19.961481481481474
Kenya	2000	18.86666666666667
Kenya	2001	18.445117845117846
Kenya	2002	18.78527894983592
Kenya	2003	19.264021164021152
Kenya	2004	19.75276153346329
Kenya	2005	20.191949434464398
Kenya	2006	20.731255645889796
Kenya	2010	18.983516483516475
Kenya	2011	19.30176767676767
Kenya	2012	19.766483516483525
Kenya	2013	19.524747474747475
Kenya	2014	19.573240443015337
Kenya	2015	19.92587113740961
Kenya	2016	19.97552910052911
Kenya	2017	20.36119116234389
Kenya	2018	19.366946778711494
Kenya	2019	20.19078742608155
Kenya	2020	20.541353383458638
Morocco	1995	18.21872146118721
Morocco	1996	17.50546448087431
Morocco	1997	18.104870624048708
Morocco	1998	17.678891983905906
Morocco	1999	17.118284493284495
Morocco	2000	17.418032786885256
Morocco	2001	17.75342465753425
Morocco	2002	17.392274546014153
Morocco	2003	17.675213675213676
Morocco	2004	17.442622950819683
Morocco	2005	17.20700152207001
Morocco	2006	17.81628614916286
Morocco	2007	17.20156106519743
Morocco	2008	17.206458524640347
Morocco	2009	16.590964590964585
Morocco	2010	18.063228974831183
Morocco	2011	17.624353120243526
Morocco	2012	17.015938069216766
Morocco	2013	17.17582417582418
Morocco	2014	17.51938339438339
Morocco	2015	17.61431623931623
Morocco	2016	17.888123660850933
Morocco	2017	17.894063926940667
Morocco	2018	16.957182320441994
Morocco	2019	16.880222841225624
Morocco	2020	14.412520729684909
Madagascar	1995	19.019698368728836
Madagascar	1996	18.7409951159951
Madagascar	1997	19.36967659301952
Madagascar	1998	18.511533463287847
Madagascar	1999	18.40964240102171
Madagascar	2000	18.39666342727566
Madagascar	2001	19.003652968036523
Madagascar	2002	18.850107725453984
Madagascar	2003	18.812881562881554
Madagascar	2004	18.529902853673356
Madagascar	2005	18.631506849315084
Madagascar	2006	18.571080669710803
Madagascar	2007	18.639195825659908
Madagascar	2008	18.434703196347037
Madagascar	2009	18.820360195360212
Madagascar	2010	19.227853881278545
Madagascar	2011	19.255555555555567
Madagascar	2012	12.44672131147542
Madagascar	2013	17.980365296803658
Madagascar	2014	19.04929792429794
Madagascar	2015	19.010378510378523
Madagascar	2016	18.699508901166357
Madagascar	2017	19.00273972602738
Madagascar	2018	18.88397790055249
Madagascar	2019	19.554781801299907
Madagascar	2020	20.79975124378109
Mauritania	1995	25.488607990012483
Mauritania	1996	25.632774283717694
Mauritania	1997	26.347868217054277
Mauritania	1998	26.08714596949894
Mauritania	1999	24.95475040257649
Mauritania	2000	25.323611111111116
Mauritania	2001	25.94225967540574
Mauritania	2002	25.424042686754532
Mauritania	2003	25.28351955307262
Mauritania	2004	25.342694904849616
Mauritania	2005	25.85778396781182
Mauritania	2006	25.705647636586857
Mauritania	2007	25.45990205081115
Mauritania	2008	25.93549382716048
Mauritania	2009	25.105616605616593
Mauritania	2010	26.073972602739737
Mauritania	2011	25.11841704718417
Mauritania	2012	25.497267759562856
Mauritania	2013	25.87610350076103
Mauritania	2014	25.346459096459117
Mauritania	2015	26.003357753357733
Mauritania	2016	25.781481481481464
Mauritania	2017	25.71864847303443
Mauritania	2018	21.250000000000004
Malawi	1995	20.497485139460455
Malawi	1996	21.06629318394025
Malawi	1997	20.098126862494667
Malawi	1998	21.889441680486463
Malawi	1999	21.293703703703706
Malawi	2000	19.142973856209135
Malawi	2001	20.006666666666668
Malawi	2002	22.32239720034997
Malawi	2003	21.65111111111111
Malawi	2006	21.055555555555557
Malawi	2010	22.33822903363133
Malawi	2011	21.82332643202206
Malawi	2012	22.048004314994618
Malawi	2013	20.993888888888897
Mozambique	1995	23.565769111730106
Mozambique	1996	23.41114561766736
Mozambique	1997	23.31475800954328
Mozambique	1998	23.98724160206719
Mozambique	1999	23.80643611911623
Mozambique	2000	23.43521534563879
Mozambique	2001	23.750236071765823
Mozambique	2002	23.84564481378886
Mozambique	2003	23.99439641370476
Mozambique	2004	23.728965960179817
Mozambique	2005	23.628229974160195
Mozambique	2006	23.32488262910796
Mozambique	2007	23.948646125116728
Mozambique	2008	23.753357753357733
Mozambique	2009	23.612662942271896
Mozambique	2010	23.951536643026017
Mozambique	2011	25.915598290598307
Mozambique	2012	23.03455687830689
Mozambique	2013	23.337702871410727
Mozambique	2014	23.67686754551161
Mozambique	2015	23.9674012855831
Mozambique	2016	23.783916513198285
Mozambique	2017	23.57009488827669
Mozambique	2018	23.761927181418713
Mozambique	2019	24.039461467038038
Mozambique	2020	25.399253731343293
Namibia	1995	20.643454038997223
Namibia	1996	20.21689497716896
Namibia	1997	19.768932340161363
Namibia	1998	21.854069947384716
Namibia	1999	20.417280540208722
Namibia	2000	20.020144790683023
Namibia	2001	21.668853893263343
Namibia	2002	22.784391534391535
Namibia	2003	23.263982102908273
Namibia	2004	21.150818530128877
Namibia	2005	21.626447574334904
Namibia	2006	18.204370575561697
Namibia	2007	20.356427648578816
Namibia	2008	19.55509259259259
Namibia	2009	19.981114258734657
Namibia	2010	20.848669796557118
Namibia	2011	18.6811520109066
Namibia	2012	20.42157765500307
Namibia	2013	21.412742382271464
Namibia	2014	19.757902973395947
Namibia	2015	20.933020344287947
Namibia	2016	21.60418633931381
Namibia	2017	20.59459876543209
Namibia	2018	21.292534722222232
Namibia	2019	22.266540044317804
Namibia	2020	22.33250414593699
Nigeria	1995	29.667592592592595
Nigeria	1996	29.87519236688213
Nigeria	1997	29.91989664082688
Nigeria	1998	30.03401771336555
Nigeria	1999	29.514793830657876
Nigeria	2000	29.521698984302855
Nigeria	2001	29.52404870624048
Nigeria	2002	29.674515235457047
Nigeria	2003	29.857753357753342
Nigeria	2004	29.883120825743763
Nigeria	2005	30.060578386605783
Nigeria	2006	29.93075453677175
Nigeria	2007	29.966023875114768
Nigeria	2008	29.353909465020557
Nigeria	2009	30.286525475751972
Nigeria	2010	30.408980213089812
Nigeria	2011	30.245726495726494
Nigeria	2012	30.011991499696403
Nigeria	2013	30.275951293759523
Nigeria	2014	30.16174207448446
Nigeria	2015	29.95360195360195
Nigeria	2016	30.321209330877824
Nigeria	2017	29.986301369863035
Nigeria	2018	30.2960383782111
Nigeria	2019	30.413649025069624
Nigeria	2020	30.871890547263686
Nigeria	1998	27.829690346083787
Nigeria	1999	27.18888888888887
Nigeria	2000	27.864255765199168
Nigeria	2001	26.85735735735737
Nigeria	2002	26.750000000000004
Nigeria	2003	26.68644067796609
Nigeria	2004	27.20169082125604
Nigeria	2005	28.101550387596905
Nigeria	2006	28.29803449659045
Nigeria	2007	27.306949806949813
Nigeria	2008	26.515301318267433
Nigeria	2009	26.983705772811913
Nigeria	2010	27.25574177529485
Nigeria	2011	26.74490106544901
Nigeria	2012	26.57151799687014
Nigeria	2013	26.671324018629402
Nigeria	2014	26.940476190476204
Nigeria	2015	27.210663683818044
Nigeria	2016	27.725138121546973
Nigeria	2017	27.250095456281024
Nigeria	2018	27.532577903682714
Nigeria	2019	27.4555243445693
Nigeria	2020	28.843698175787722
Senegal	1995	24.34611872146119
Senegal	1996	24.299635701275022
Senegal	1997	24.877899877899896
Senegal	1998	25.029239766081865
Senegal	1999	23.87312519130702
Senegal	2000	24.21763085399449
Senegal	2001	24.961339421613385
Senegal	2002	24.41014897579146
Senegal	2003	24.41324200913241
Senegal	2004	24.541287188828182
Senegal	2005	25.196499238964968
Senegal	2006	24.611872146118728
Senegal	2007	24.593864468864464
Senegal	2008	25.07936507936507
Senegal	2009	24.252899877899875
Senegal	2010	25.48462709284626
Senegal	2011	24.75799086757988
Senegal	2012	24.645567698846406
Senegal	2013	24.767123287671243
Senegal	2014	24.47420634920635
Senegal	2015	24.779304029304043
Senegal	2016	24.89364640883978
Senegal	2017	25.162100456620976
Senegal	2018	23.884078212290504
Senegal	2019	24.692819560507584
Senegal	2020	23.1181592039801
Sierra Leone	1995	28.297777777777775
Sierra Leone	1996	27.41699346405229
Sierra Leone	1997	28.00740740740741
Sierra Leone	2002	27.71212121212121
Sierra Leone	2003	27.340401051939534
Sierra Leone	2004	27.699033816425114
Sierra Leone	2005	27.808701905789288
Sierra Leone	2006	27.73364485981306
Sierra Leone	2007	27.513497652582164
Sierra Leone	2008	27.75540641312454
Sierra Leone	2009	27.22169143665959
Sierra Leone	2010	28.06018518518515
Sierra Leone	2011	27.376543209876534
South Africa	1995	16.299391171993925
South Africa	1996	15.878111718275637
South Africa	1997	16.528614916286156
South Africa	1998	16.588027085257018
South Africa	1999	17.295329670329654
South Africa	2000	17.010018214936252
South Africa	2001	16.74703196347032
South Africa	2002	16.59095106186521
South Africa	2003	16.75488400488402
South Africa	2004	17.040072859744978
South Africa	2005	16.72009132420091
South Africa	2006	16.9060882800609
South Africa	2007	16.97842056932965
South Africa	2008	16.982448107448096
South Africa	2009	17.357600732600737
South Africa	2010	17.09071537290716
South Africa	2011	16.927092846270916
South Africa	2012	17.009107468123872
South Africa	2013	17.0566210045662
South Africa	2014	17.387820512820515
South Africa	2015	17.18487909397
South Africa	2016	17.426028238182944
South Africa	2017	17.025722983257236
South Africa	2018	17.12268518518519
South Africa	2019	17.25766016713092
South Africa	2020	19.45522388059702
Togo	1995	27.40752242926156
Togo	1996	27.510515873015887
Togo	1997	27.167300380228152
Togo	1998	27.805469556243555
Togo	1999	27.371069182389938
Togo	2000	27.312441968430804
Togo	2001	27.222985347985347
Togo	2002	27.40478801169592
Togo	2003	27.420566698503666
Togo	2004	27.2275641025641
Togo	2005	27.362100456620983
Togo	2006	27.651409618573798
Togo	2007	27.183302808302805
Togo	2008	27.354060482500802
Togo	2009	27.390262515262503
Togo	2010	27.769710806697116
Togo	2011	27.279950341402852
Togo	2012	27.23163327261687
Togo	2013	27.50502283105024
Togo	2014	27.45787545787546
Togo	2015	27.604395604395584
Togo	2016	27.874155923879698
Togo	2017	27.770451770451796
Togo	2018	27.71397447868037
Togo	2019	27.931803995006224
Togo	2020	28.964759535655055
Tunisia	1995	19.28036529680366
Tunisia	1996	18.73132969034609
Tunisia	1997	19.495281582952828
Tunisia	1998	19.222222222222207
Tunisia	1999	19.84081196581198
Tunisia	2000	19.51092896174864
Tunisia	2001	19.72922374429222
Tunisia	2002	19.37196060326254
Tunisia	2003	19.886134067952238
Tunisia	2004	19.14845173041895
Tunisia	2005	19.01948249619485
Tunisia	2006	19.718112633181132
Tunisia	2007	19.539835164835168
Tunisia	2008	19.638736263736263
Tunisia	2009	19.602411477411483
Tunisia	2010	19.528767123287675
Tunisia	2011	19.520547945205493
Tunisia	2012	20.112484737484735
Tunisia	2013	19.61232876712327
Tunisia	2014	20.152777777777764
Tunisia	2015	19.676587301587297
Tunisia	2016	19.82090239410682
Tunisia	2017	19.4572298325723
Tunisia	2018	19.60203139427517
Tunisia	2019	19.6699164345404
Tunisia	2020	15.295605306799338
Tanzania	1995	25.68972142170989
Tanzania	1996	25.469206349206345
Tanzania	1997	25.76881720430108
Tanzania	1998	26.153262786596112
Tanzania	1999	25.438870308435526
Tanzania	2000	25.888427846934075
Tanzania	2001	25.55620406398617
Tanzania	2002	25.636612021857918
Tanzania	2003	26.328689883913775
Tanzania	2004	25.79224883566201
Tanzania	2005	26.41162343900096
Tanzania	2006	26.18617353308364
Tanzania	2007	26.35317460317459
Tanzania	2008	25.983876117496806
Tanzania	2009	26.403010552451896
Tanzania	2010	26.928104575163434
Tanzania	2011	26.319135802469134
Tanzania	2012	26.291361416361433
Tanzania	2013	26.45362718089991
Tanzania	2014	26.45216049382715
Tanzania	2015	26.85447530864198
Tanzania	2016	26.79367283950617
Tanzania	2017	26.564079147640776
Tanzania	2018	26.409838609559277
Tanzania	2019	26.749382716049404
Tanzania	2020	27.580845771144272
Uganda	1995	22.171513795674876
Uganda	1996	21.828320802005
Uganda	1997	22.58274231678487
Uganda	1998	23.220458553791893
Uganda	1999	22.2827485380117
Uganda	2000	22.150655864197518
Uganda	2001	22.07762128325508
Uganda	2002	22.516808209483386
Uganda	2003	22.531224655312254
Uganda	2004	22.626570048309176
Uganda	2005	22.429750402576484
Uganda	2006	22.427516158818108
Uganda	2007	22.418192918192922
Uganda	2008	22.327369742623965
Uganda	2009	22.653547133138964
Uganda	2010	22.767573696145124
Uganda	2011	22.404374201787995
Uganda	2012	22.599218484539595
Uganda	2013	22.732956685499058
Uganda	2014	22.566863323500474
Uganda	2015	22.898584179747616
Uganda	2016	23.226048362412
Uganda	2017	22.71004566210045
Uganda	2018	22.319907407407392
Uganda	2019	22.800728078505855
Uganda	2020	23.366836301950798
Zambia	1995	22.73285714285714
Zambia	1996	22.332611832611843
Zambia	1997	22.714486638537263
Zambia	1998	23.64273824386183
Zambia	1999	22.111844517785116
Zambia	2000	22.656902356902343
Zambia	2001	22.62231828370156
Zambia	2002	21.69058860560277
Zambia	2003	20.654877260981895
Zambia	2004	20.636943666355435
Zambia	2005	21.443055555555556
Zambia	2006	19.945662100456612
Zambia	2007	19.92846058348852
Zambia	2008	19.568820224719108
Zambia	2009	19.130647130647137
Zambia	2010	19.03987823439877
Zambia	2011	20.77158730158729
Zambia	2012	20.970921334557694
Zambia	2013	21.074535389482023
Zambia	2014	22.52222222222222
Bangladesh	1995	26.305651672433683
Bangladesh	1996	25.981025039123633
Bangladesh	1997	25.086010709504677
Bangladesh	1998	26.270588235294124
Bangladesh	1999	25.048821548821543
Bangladesh	2000	26.1658615136876
Bangladesh	2001	26.08698296836984
Bangladesh	2002	25.902080162354142
Bangladesh	2003	26.013819789939195
Bangladesh	2004	26.06386025200457
Bangladesh	2005	25.476120857699815
Bangladesh	2006	26.308663558663543
Bangladesh	2007	25.618811881188087
Bangladesh	2008	24.24531459170013
Bangladesh	2009	26.12435745353894
Bangladesh	2010	27.13080431177447
China	1995	13.33074581430746
China	1996	12.67258652094717
China	1997	12.857229832572296
China	1998	13.269467528470297
China	1999	13.046245421245413
China	2000	12.65239829993927
China	2001	12.716590563165914
China	2002	12.86441982148352
China	2003	12.725722983257219
China	2004	13.101700060716453
China	2005	12.95007610350074
China	2006	13.289041095890413
China	2007	13.750610500610511
China	2008	12.70578386605784
China	2009	12.602411477411485
China	2010	11.753881278538806
China	2011	12.658143074581432
China	2012	12.054644808743175
China	2013	12.477777777777781
China	2014	13.791361416361415
China	2015	13.36935286935287
China	2016	13.293124616329036
China	2017	13.64627092846271
China	2018	13.244690674053551
China	2019	13.610956360259983
China	2020	7.0464344941956885
China	1995	16.6468797564688
China	1996	16.070582877959932
China	1997	17.842019010160612
China	1998	17.93321021852877
China	1999	17.430402930402924
China	2000	17.078627808136016
China	2001	17.45266362252664
China	2002	17.223607263773477
China	2003	17.217351598173536
China	2004	17.190649666059493
China	2005	17.129223744292222
China	2006	18.085692541856908
China	2007	18.049908424908434
China	2008	17.28464590964592
China	2009	17.808608058608062
China	2010	17.4013698630137
China	2011	17.22267884322678
China	2012	17.10777170613235
China	2013	18.450228310502286
China	2014	17.75518925518925
China	2015	18.607295482295484
China	2016	18.44183548189074
China	2017	18.287975646879758
China	2018	18.257407407407417
China	2019	18.076137418755806
China	2020	14.735489220563842
China	1995	22.246727549467266
China	1996	22.1442015786278
China	1997	22.5566210045662
China	1998	23.496460449369053
China	1999	23.17200854700855
China	2000	22.705980570734663
China	2001	22.7820395738204
China	2002	23.014773776546633
China	2003	23.13125763125763
China	2004	22.796296296296305
China	2005	22.83622526636225
China	2006	23.236073059360738
China	2007	23.339285714285698
China	2008	22.71336996336997
China	2009	23.409035409035393
China	2010	22.953729071537293
China	2011	22.752968036529676
China	2012	22.818761384335147
China	2013	22.957686453576862
China	2014	23.250457875457872
China	2015	23.66391941391941
China	2016	23.222836095764286
China	2017	23.593759512937616
China	2018	23.511849799938446
China	2019	23.927576601671316
China	2020	19.997097844112773
China	1995	16.18356164383562
China	1996	16.136915604128724
China	1997	17.189041095890406
China	1998	18.051092643890424
China	1999	17.05051892551892
China	2000	17.433942161339417
China	2001	17.357229832572283
China	2002	17.377192982456137
China	2003	17.234398782343995
China	2004	17.65725561627202
China	2005	17.28493150684933
China	2006	18.033181126331826
China	2007	18.197122742577278
China	2008	17.30425466789103
China	2009	17.710164835164836
China	2010	17.381582952815833
China	2011	17.16544901065448
China	2012	17.17364905889497
China	2013	18.02861491628616
China	2014	17.612026862026863
China	2015	17.69566544566545
China	2016	18.30171884591774
China	2017	18.42876712328767
China	2018	18.48153277931671
China	2019	18.139894769421232
China	2020	12.732587064676615
China	1995	8.737899543379003
China	1996	8.222829386763804
China	1997	9.017351598173512
China	1998	10.010956790123462
China	1999	9.16285103785104
China	2000	8.371129326047352
China	2001	8.32176560121766
China	2002	9.257716049382717
China	2003	9.28113553113553
China	2004	9.62021857923497
China	2005	8.190563165905623
China	2006	8.399543378995437
China	2007	9.177255985267033
China	2008	8.659645909645914
China	2009	7.792776247321706
China	2010	7.363165905631659
China	2011	7.792389649923899
China	2012	7.467364905889494
China	2013	7.982952815829531
China	2014	9.309152127333942
China	2015	9.132326007326007
China	2016	8.921668205601728
China	2017	9.423896499238973
China	2018	9.056638811513468
China	2019	9.556638811513466
China	2020	1.5338345864661658
Hong Kong	1995	23.40000000000001
Hong Kong	1996	23.872799028536726
Hong Kong	1997	24.029528158295264
Hong Kong	1998	24.58094798399506
Hong Kong	1999	24.188034188034184
Hong Kong	2000	24.019429265330924
Hong Kong	2001	24.20806697108066
Hong Kong	2002	24.37088334872269
Hong Kong	2003	24.303652968036527
Hong Kong	2004	24.07301153612628
Hong Kong	2005	23.932876712328763
Hong Kong	2006	24.383409436834107
Hong Kong	2007	24.536477411477396
Hong Kong	2008	23.778083028083035
Hong Kong	2009	24.404609279609293
Hong Kong	2010	24.136377473363773
Hong Kong	2011	23.728006088280072
Hong Kong	2012	24.222222222222218
Hong Kong	2013	24.14109589041095
Hong Kong	2014	24.514041514041498
Hong Kong	2015	25.12042124542123
Hong Kong	2016	24.546807857581324
Hong Kong	2017	24.7966514459665
Hong Kong	2018	24.5417051400431
Hong Kong	2019	25.173320953265254
Hong Kong	2020	21.448175787728026
India	1995	27.253052503052484
India	1996	27.636156648451742
India	1997	27.658751902587547
India	1998	27.784241305016945
India	1999	27.652319902319913
India	2000	27.61687917425625
